customer_id,age,annual_income,employment_length_years,credit_history_years,credit_score,revolving_limit,credit_utilization,debt_to_income,delinquencies_2y,hard_inquiries_6m,open_accounts,loan_amount,term_months,apr,monthly_payment,purpose,region,defaulted
C102972,53,56971.13,7.4,9.5,548,12268.6,0.714,0.065,1,2,5,9800,36,0.161,345.18,debt_consolidation,West,0
C102973,73,66908.36,7.7,18.9,562,23172.56,0.218,0.61,3,1,10,17900,36,0.17,638.2,major_purchase,Northeast,0
C102974,21,40383.83,2.7,2.0,485,15541.44,0.41,0.835,0,5,9,9800,36,0.25,389.39,debt_consolidation,South,1
C102975,46,96402.71,4.9,7.5,573,26210.53,0.319,0.473,2,2,7,14200,60,0.154,341.17,credit_card,Midwest,1
C102976,47,137835.48,2.8,13.0,657,52120.85,0.868,0.02,2,4,7,39400,36,0.126,1319.2,home_improvement,Midwest,0
C102977,69,158834.23,11.2,13.2,612,24665.96,0.387,0.02,1,0,8,9400,36,0.101,303.85,debt_consolidation,Midwest,0
C102978,36,72692.47,1.2,3.7,587,23641.29,0.32,0.315,2,4,7,11400,60,0.151,271.86,home_improvement,Midwest,0
C102979,46,89146.59,4.0,8.1,607,26861.1,0.313,0.038,0,0,9,10000,36,0.092,318.92,major_purchase,South,0
C102980,59,59735.98,7.5,5.6,557,13587.17,0.65,0.287,4,1,6,15600,36,0.184,567.35,credit_card,South,0
C102981,24,86903.43,2.9,6.1,584,25465.14,0.882,0.238,4,1,12,9400,36,0.172,336.16,medical,South,1
C102982,64,77251.64,6.6,17.1,613,28211.95,0.461,0.337,1,3,6,16700,60,0.142,389.95,credit_card,West,0
C102983,65,67116.69,9.2,9.4,587,23685.78,0.527,0.503,1,3,7,22300,36,0.167,791.38,debt_consolidation,West,0
C102984,59,70116.06,1.8,5.1,611,6585.16,0.754,0.224,1,1,7,20400,60,0.137,471.38,debt_consolidation,South,0
C102985,56,83341.33,8.0,7.8,549,12936.75,0.751,0.257,1,0,10,28700,36,0.179,1036.57,home_improvement,Northeast,0
C102986,61,55290.63,5.8,10.3,555,8448.32,0.292,0.77,0,2,3,7600,36,0.188,277.65,other,West,0
C102987,63,56884.0,0.0,11.6,624,23542.5,0.48,0.546,2,2,8,12000,36,0.162,422.78,debt_consolidation,Northeast,0
C102988,69,166240.64,6.0,14.8,677,19984.09,0.113,0.02,0,0,17,22600,36,0.045,672.18,debt_consolidation,South,0
C102989,44,250000.0,6.8,10.3,684,60000.0,0.232,0.02,0,0,13,40000,36,0.046,1192.39,credit_card,West,0
C102990,45,33514.74,6.2,11.8,511,4458.48,0.347,0.408,2,0,13,8800,36,0.2,327.13,debt_consolidation,Midwest,0
C102991,55,32514.24,10.1,4.6,419,12708.34,0.428,0.499,0,2,9,4900,36,0.24,192.15,car,South,0
C102992,31,38396.0,0.0,3.0,437,12078.51,0.629,0.82,2,1,7,9300,36,0.285,386.95,debt_consolidation,West,1
C102993,67,61410.37,8.2,11.1,583,16328.54,0.697,0.495,3,0,8,7900,36,0.202,294.37,debt_consolidation,South,0
C102994,62,106385.21,9.8,13.4,665,21760.17,0.407,0.505,0,1,10,25400,36,0.119,842.84,medical,West,0
C102995,55,89979.01,8.1,6.6,589,34453.95,0.239,0.02,1,0,11,10200,60,0.09,211.74,credit_card,Northeast,0
C102996,37,71450.46,0.0,5.0,559,15680.47,0.36,0.161,0,1,6,2900,36,0.156,101.43,credit_card,West,0
C102997,39,86947.27,5.3,1.8,579,19919.57,0.503,0.262,1,2,6,32100,60,0.147,758.73,other,Northeast,0
C102998,44,44422.22,6.4,6.1,520,14464.61,0.417,0.363,4,2,9,13400,60,0.186,344.43,credit_card,South,1
C102999,56,56833.15,0.0,11.9,572,16773.8,0.507,0.57,2,2,14,6600,36,0.184,239.8,car,Northeast,0
C103000,63,64285.58,5.5,20.3,577,17618.26,0.303,0.146,2,0,8,18900,36,0.127,634.05,major_purchase,West,0
C103001,57,27195.96,0.4,6.6,496,7772.88,0.223,0.23,0,1,9,3600,60,0.163,88.15,other,South,0
C103002,71,34317.89,5.9,13.2,556,11288.73,0.184,1.051,2,1,9,5400,36,0.221,206.58,debt_consolidation,South,0
C103003,72,35076.31,7.7,6.2,449,8247.31,0.547,0.377,0,5,9,4900,36,0.21,184.61,home_improvement,South,0
C103004,59,98953.18,4.7,10.9,614,25596.3,0.118,0.02,1,1,7,6100,36,0.087,193.01,debt_consolidation,Northeast,0
C103005,41,74390.82,8.0,3.7,589,26932.32,0.446,0.171,0,0,10,25700,36,0.125,860.11,debt_consolidation,West,0
C103006,53,90964.65,2.7,10.8,584,26855.32,0.722,0.089,3,2,3,35200,36,0.157,1231.97,debt_consolidation,South,0
C103007,43,23631.42,0.3,6.2,463,500.0,0.713,0.908,4,1,7,1700,36,0.263,68.8,other,South,0
C103008,54,28743.9,8.4,12.7,488,4743.4,0.482,0.55,3,1,6,2300,60,0.216,62.95,other,South,0
C103009,64,93611.74,6.6,18.2,596,31949.88,0.681,0.483,2,1,7,23200,36,0.186,846.25,car,South,0
C103010,40,18000.0,1.5,3.4,482,4553.09,0.779,0.575,3,3,5,3900,60,0.239,111.99,credit_card,Midwest,1
C103011,48,127476.68,3.0,8.9,613,45473.68,0.242,0.315,0,1,12,31400,36,0.132,1060.35,small_business,South,0
C103012,23,23844.72,3.3,0.6,436,4773.37,0.49,0.659,3,2,4,1400,36,0.244,55.2,debt_consolidation,South,1
C103013,60,103360.92,6.4,1.7,533,21544.32,0.283,0.461,2,0,12,16700,36,0.165,591.29,home_improvement,South,0
C103014,47,39871.66,0.0,6.1,557,9131.58,0.399,0.364,3,1,6,10200,36,0.171,364.07,credit_card,South,1
C103015,45,115732.83,1.6,3.1,650,29893.52,0.482,0.073,0,1,9,37000,36,0.097,1187.89,other,West,0
C103016,49,250000.0,0.0,2.3,532,56676.28,1.0,0.02,2,3,9,38600,36,0.199,1432.74,debt_consolidation,Midwest,0
C103017,32,18618.2,2.1,0.5,401,6795.0,1.0,0.698,7,2,6,6200,60,0.313,205.73,car,South,1
C103018,53,95282.36,1.7,6.5,646,24531.18,0.572,0.245,1,1,4,27700,60,0.115,609.11,other,West,0
C103019,61,24044.3,6.6,16.6,476,4550.38,0.531,0.571,0,4,3,8400,60,0.243,243.03,other,South,0
C103020,39,82196.29,2.8,8.5,621,21230.49,0.298,0.358,4,1,7,9200,60,0.13,209.35,other,Northeast,0
C103021,28,58012.74,1.8,0.8,466,5616.88,0.435,0.663,1,0,8,15400,36,0.233,598.2,small_business,Northeast,0
C103022,41,69809.32,3.8,8.2,564,20905.5,0.899,0.828,10,4,7,6700,36,0.242,263.55,debt_consolidation,Northeast,1
C103023,31,39368.26,5.3,4.8,502,6335.67,0.521,0.536,2,0,3,7700,36,0.212,290.92,home_improvement,Northeast,0
C103024,41,99851.58,0.8,6.9,584,25322.32,0.485,0.071,0,0,7,28400,60,0.129,645.05,home_improvement,Midwest,0
C103025,54,29305.95,3.5,7.3,462,6716.4,0.943,0.676,3,4,9,5800,60,0.272,177.87,other,West,1
C103026,27,128674.73,0.1,5.0,544,38400.43,0.264,0.02,2,0,15,28900,60,0.134,663.37,debt_consolidation,Midwest,0
C103027,61,51899.0,7.9,19.2,608,7794.25,0.618,0.107,2,2,7,11000,60,0.143,257.55,debt_consolidation,West,0
C103028,33,30051.34,0.0,5.3,415,5050.9,0.519,0.647,4,5,10,3800,36,0.265,154.03,home_improvement,West,1
C103029,69,156272.69,6.8,6.9,668,43503.47,0.277,0.031,1,0,5,34300,36,0.068,1055.54,debt_consolidation,South,0
C103030,60,62636.54,12.8,14.8,582,12980.71,0.284,0.538,2,1,10,6600,36,0.159,231.65,major_purchase,South,0
C103031,35,185598.74,4.0,0.9,605,21011.53,0.483,0.02,0,0,9,39600,36,0.107,1291.1,debt_consolidation,South,1
C103032,51,127247.39,5.9,4.9,621,37466.16,0.428,0.02,2,1,5,13900,60,0.103,297.6,home_improvement,Midwest,0
C103033,26,41905.08,2.2,2.5,451,2528.87,0.504,0.496,4,2,11,4300,60,0.235,122.54,medical,South,0
C103034,26,62031.53,4.6,6.5,548,10761.22,0.932,0.373,4,1,4,25800,36,0.216,979.61,debt_consolidation,West,0
C103035,72,69474.39,4.2,5.6,557,12589.29,1.0,0.553,2,3,5,29500,36,0.229,1140.32,debt_consolidation,Northeast,1
C103036,64,150483.59,2.7,12.2,628,54743.77,0.435,0.02,0,0,6,40000,36,0.094,1280.04,credit_card,South,0
C103037,29,82683.66,5.1,3.1,523,13978.05,0.527,0.151,4,1,7,27000,60,0.154,647.9,other,West,0
C103038,36,71618.13,4.3,2.6,574,25946.97,0.886,0.559,4,0,5,27000,60,0.195,707.43,car,South,0
C103039,31,58233.08,0.6,7.0,540,8459.53,0.451,0.518,2,4,5,10700,36,0.202,398.66,debt_consolidation,West,0
C103040,42,63217.48,5.6,9.7,587,12813.93,0.89,0.152,0,3,15,24400,60,0.177,615.22,debt_consolidation,West,0
C103041,36,133208.15,1.2,5.8,639,14592.99,0.24,0.02,1,1,8,14200,36,0.079,444.29,credit_card,West,0
C103042,38,65132.6,0.0,4.8,581,4188.61,0.277,0.791,1,1,5,18300,36,0.184,665.22,debt_consolidation,Northeast,0
C103043,49,52307.45,0.5,10.1,547,8289.97,0.401,0.701,2,3,7,5300,60,0.184,135.87,major_purchase,South,0
C103044,31,47651.22,1.8,3.8,549,7102.9,0.475,0.39,1,2,9,14400,36,0.194,530.68,major_purchase,South,0
C103045,68,47933.59,4.2,5.1,546,12357.82,0.265,0.43,0,2,6,7400,36,0.169,263.43,debt_consolidation,Northeast,0
C103046,60,30061.18,11.4,11.5,475,2030.87,0.368,0.875,5,1,4,7500,36,0.246,296.61,home_improvement,West,1
C103047,62,43020.68,2.7,16.0,537,9343.95,0.676,0.644,4,4,9,1000,36,0.234,38.94,debt_consolidation,South,0
C103048,30,148193.44,0.0,2.1,616,16233.61,0.971,0.121,2,2,5,27600,60,0.138,640.02,debt_consolidation,South,0
C103049,59,58018.25,8.8,14.7,623,17058.19,0.232,0.175,1,0,9,4000,36,0.096,128.29,debt_consolidation,South,0
C103050,66,95757.0,7.3,21.2,588,15688.07,0.375,0.16,3,1,13,32000,60,0.125,719.42,credit_card,Northeast,1
C103051,30,18000.0,1.3,2.8,381,4518.92,0.666,0.635,5,7,12,1500,36,0.282,62.18,debt_consolidation,Northeast,1
C103052,61,88850.79,0.0,14.9,658,27834.34,0.601,0.148,1,0,6,18100,36,0.135,613.96,debt_consolidation,South,0
C103053,40,59480.19,0.2,4.8,509,7944.31,0.43,0.528,1,1,8,9300,36,0.194,342.57,home_improvement,West,0
C103054,63,49878.76,4.4,19.4,607,7734.48,0.354,0.354,1,0,13,7400,36,0.135,251.23,debt_consolidation,Midwest,0
C103055,46,71802.21,5.7,11.9,680,23287.27,0.331,0.594,4,3,9,13600,36,0.146,468.74,credit_card,West,0
C103056,64,49485.68,8.9,8.2,563,13480.58,0.391,0.871,1,1,7,7200,36,0.224,276.53,other,South,0
C103057,28,20211.59,6.0,3.4,391,500.0,0.664,0.597,5,1,7,3300,36,0.273,135.31,home_improvement,Northeast,1
C103058,42,107945.19,0.3,4.9,599,18919.42,0.524,0.194,4,4,9,17800,60,0.128,403.59,major_purchase,Midwest,0
C103059,35,74295.24,1.0,3.8,602,10204.39,0.534,0.02,1,2,3,20500,36,0.106,667.12,major_purchase,Northeast,1
C103060,34,54692.08,3.1,2.3,527,9378.4,0.399,0.19,0,3,12,16800,60,0.174,420.98,home_improvement,South,0
C103061,37,38205.72,4.7,3.4,495,4799.2,0.636,0.273,0,6,6,9300,36,0.198,344.54,credit_card,Midwest,0
C103062,41,28961.45,0.0,8.4,453,5762.68,0.923,0.327,6,1,5,9400,36,0.232,364.71,credit_card,South,1
C103063,27,73517.85,0.0,1.7,528,11435.35,0.8,0.365,1,3,8,7500,60,0.197,197.31,home_improvement,South,0
C103064,59,157871.25,4.1,8.1,654,24669.18,0.378,0.02,2,0,10,40000,36,0.068,1232.32,credit_card,Northeast,0
C103065,50,72684.55,5.9,4.4,543,4762.3,0.532,0.023,2,2,3,22300,36,0.13,751.72,debt_consolidation,South,0
C103066,65,30382.55,14.6,19.9,422,7559.85,0.897,0.402,2,2,6,5900,60,0.272,180.98,debt_consolidation,Midwest,1
C103067,59,73567.36,1.5,4.5,559,16894.74,0.728,0.741,4,2,6,10000,60,0.218,274.91,debt_consolidation,South,1
C103068,29,63120.69,1.6,3.8,561,7515.07,0.824,0.501,2,1,9,10000,36,0.19,366.43,medical,West,0
C103069,24,104544.34,0.0,0.5,604,27304.85,0.196,0.094,0,2,8,26200,36,0.101,846.42,credit_card,Midwest,0
C103070,43,90748.37,5.3,7.5,662,7962.27,0.173,0.226,1,1,8,9200,36,0.078,287.36,debt_consolidation,South,0
C103071,46,18000.0,5.6,1.9,414,500.0,0.68,0.8,0,3,3,3600,36,0.29,150.91,credit_card,South,1
C103072,33,87730.58,5.2,6.4,619,29469.97,0.446,0.12,3,3,10,8800,36,0.109,287.77,debt_consolidation,South,0
C103073,63,37430.04,5.3,15.4,539,9913.44,0.66,0.239,3,1,6,7900,36,0.175,283.7,car,Northeast,0
C103074,52,29738.32,6.3,12.7,515,8261.14,0.492,0.231,1,3,9,9200,36,0.178,331.65,credit_card,Midwest,0
C103075,61,58599.54,8.1,6.0,550,11396.52,0.241,0.599,2,2,7,10900,36,0.185,396.85,debt_consolidation,West,0
C103076,26,81485.2,5.0,2.5,578,19438.14,0.453,0.167,3,2,6,10000,60,0.15,238.08,debt_consolidation,West,0
C103077,65,26363.57,6.2,7.9,444,7332.15,0.393,0.785,2,3,8,4100,60,0.248,119.84,major_purchase,Northeast,0
C103078,32,95765.67,0.0,2.1,640,9459.34,0.389,0.298,5,1,4,21400,36,0.116,707.05,small_business,South,0
C103079,45,98911.31,4.4,11.1,545,26759.23,0.768,0.02,2,2,6,40000,60,0.163,978.37,debt_consolidation,South,1
C103080,44,66701.28,0.9,11.7,625,16939.12,0.445,0.376,0,2,10,7900,36,0.146,272.16,car,Midwest,0
C103081,65,40333.98,0.0,15.6,556,5620.09,0.432,0.433,3,0,4,8000,36,0.175,287.1,credit_card,Northeast,0
C103082,35,37929.51,1.5,0.5,475,3270.34,0.533,0.559,2,5,7,8300,36,0.221,317.25,credit_card,South,0
C103083,34,114279.81,3.7,3.3,542,36119.55,0.915,0.02,2,3,7,11600,36,0.175,416.37,medical,West,1
C103084,39,28309.99,9.4,0.8,371,9436.98,0.708,0.585,1,1,6,12100,60,0.303,393.37,home_improvement,South,1
C103085,40,116727.95,0.5,5.8,623,10860.35,0.472,0.02,1,2,9,34700,36,0.101,1121.4,home_improvement,South,0
C103086,30,59354.49,3.6,3.0,585,6708.03,0.319,0.406,1,1,5,7600,36,0.147,262.27,small_business,Midwest,0
C103087,30,61662.64,5.2,0.9,540,16270.15,0.319,0.3,1,0,9,12700,60,0.157,307.11,debt_consolidation,South,0
C103088,33,25404.82,2.6,0.5,449,10436.18,1.0,0.481,3,1,6,3700,36,0.254,147.89,debt_consolidation,South,0
C103089,46,59960.93,0.0,8.8,564,14218.42,0.473,0.278,1,3,6,7100,36,0.158,249.07,home_improvement,South,0
C103090,39,91091.03,2.2,2.4,582,30111.4,0.429,0.143,2,1,7,22400,36,0.131,755.97,medical,Midwest,0
C103091,42,31167.06,5.8,9.0,535,7350.94,0.291,0.53,2,1,4,3100,36,0.194,114.19,major_purchase,Northeast,0
C103092,59,85510.31,7.9,12.2,615,13295.21,0.632,0.176,1,0,6,31700,36,0.141,1084.43,debt_consolidation,Northeast,0
C103093,34,68261.37,0.2,1.0,585,7764.77,0.585,0.136,3,1,6,25600,36,0.126,858.07,debt_consolidation,South,0
C103094,70,45618.88,15.9,10.5,494,1109.98,0.481,0.255,2,2,9,1800,60,0.2,47.72,debt_consolidation,Northeast,1
C103095,61,104006.92,7.7,5.9,578,37435.91,0.622,0.381,1,2,12,32500,36,0.177,1169.65,car,Northeast,0
C103096,30,19358.78,0.0,1.6,431,4288.74,0.953,1.047,1,3,12,1700,36,0.308,72.91,debt_consolidation,Midwest,0
C103097,37,78654.25,1.2,0.5,620,26934.95,0.795,0.02,4,2,5,17100,36,0.13,576.19,debt_consolidation,South,0
C103098,30,158392.58,3.0,3.2,588,43912.7,0.326,0.02,1,1,7,40000,36,0.1,1289.81,credit_card,Northeast,0
C103099,35,143503.01,4.5,4.8,561,35546.55,1.0,0.02,3,3,11,40000,36,0.162,1409.49,credit_card,West,0
C103100,40,80542.18,5.7,2.5,629,8851.46,0.5,0.527,3,4,7,26900,36,0.162,948.12,debt_consolidation,Midwest,0
C103101,28,55062.17,5.4,0.5,512,6332.65,0.522,0.431,4,3,10,13600,36,0.188,496.88,medical,South,1
C103102,21,45818.86,0.0,0.9,515,16756.11,0.806,0.6,6,3,4,11400,36,0.229,440.95,credit_card,Northeast,0
C103103,44,55024.47,3.9,0.6,505,11737.09,0.428,0.313,2,1,6,10300,36,0.19,377.38,car,Midwest,0
C103104,58,87661.36,10.1,4.3,585,29549.15,0.376,0.293,2,0,8,23700,60,0.138,549.42,credit_card,Midwest,0
C103105,37,41695.92,0.0,9.2,511,5775.92,0.745,0.26,6,1,8,16500,60,0.191,429.27,other,South,0
C103106,67,98590.05,3.2,10.9,707,35188.38,0.321,0.373,0,1,11,13500,36,0.083,424.98,other,Midwest,0
C103107,40,210108.81,4.7,6.6,655,57795.21,0.495,0.02,0,0,10,27200,36,0.094,869.57,credit_card,West,0
C103108,69,62824.9,13.3,5.0,620,8812.53,0.817,0.162,0,2,9,22700,36,0.152,789.19,debt_consolidation,South,0
C103109,33,31030.49,2.5,0.5,410,6731.44,0.928,0.438,5,2,8,5500,36,0.271,224.77,credit_card,Northeast,0
C103110,50,31024.51,3.6,11.1,437,10102.61,0.639,0.829,2,1,11,4800,36,0.277,197.78,home_improvement,West,0
C103111,62,99633.49,7.6,16.0,630,24289.5,0.445,0.271,2,1,7,34500,36,0.127,1157.61,debt_consolidation,Midwest,0
C103112,24,62898.79,4.6,1.9,627,16845.43,0.199,0.397,0,0,6,16100,60,0.122,359.66,debt_consolidation,South,0
C103113,71,105282.19,0.0,9.9,615,28235.34,0.288,0.447,3,3,7,8100,36,0.117,267.7,debt_consolidation,South,0
C103114,40,48467.26,0.0,0.5,535,17614.49,0.599,0.569,1,4,5,15400,36,0.215,584.45,major_purchase,West,0
C103115,47,102640.26,6.8,7.7,576,28404.23,0.669,0.02,3,0,5,21800,36,0.147,752.8,small_business,Northeast,0
C103116,54,59580.17,3.6,7.4,541,12668.31,0.345,0.189,3,0,7,15900,36,0.131,536.27,car,Northeast,1
C103117,55,43445.62,5.8,5.3,507,7915.7,1.0,0.256,6,8,9,7100,36,0.222,271.75,credit_card,South,1
C103118,22,52135.08,1.6,0.5,583,9971.8,0.338,0.386,1,4,8,7400,36,0.155,258.35,debt_consolidation,South,0
C103119,67,33649.81,8.9,4.1,504,8201.66,0.402,0.539,1,2,4,6100,36,0.19,223.75,debt_consolidation,West,0
C103120,54,194131.36,8.1,13.9,576,60000.0,0.552,0.02,2,1,4,28600,60,0.139,663.94,other,Northeast,0
C103121,74,61644.08,2.4,20.6,631,19671.78,0.578,0.075,0,3,14,13400,60,0.118,296.68,debt_consolidation,South,0
C103122,46,92653.8,5.9,7.5,566,14689.45,0.78,0.178,1,3,12,30000,36,0.164,1060.13,debt_consolidation,South,1
C103123,54,48381.1,0.9,8.8,526,14369.47,0.662,0.439,3,1,13,7000,60,0.21,189.46,debt_consolidation,South,0
C103124,44,36445.83,3.8,8.3,524,7563.97,0.494,0.491,4,1,7,8500,60,0.201,225.87,debt_consolidation,Northeast,0
C103125,69,57154.21,4.2,14.5,643,6157.3,0.126,0.268,0,0,6,9400,36,0.073,291.56,debt_consolidation,South,0
C103126,65,119109.49,11.5,15.5,692,28754.39,0.53,0.023,1,1,13,39600,36,0.071,1225.44,debt_consolidation,South,0
C103127,70,48812.42,0.0,11.5,576,13141.53,0.407,0.622,2,1,9,14400,36,0.18,520.58,small_business,South,0
C103128,48,40269.51,0.0,9.8,541,9862.09,0.665,0.592,2,0,8,5900,60,0.223,163.85,other,West,0
C103129,63,70802.38,0.0,7.4,635,11356.52,0.407,0.054,1,1,4,15800,60,0.104,339.19,car,West,0
C103130,40,85528.5,8.7,6.3,538,26693.07,0.785,0.175,3,1,3,28000,36,0.188,1024.21,home_improvement,Northeast,0
C103131,45,160445.41,0.9,5.5,668,46389.45,0.322,0.02,2,0,8,40000,36,0.084,1261.5,credit_card,South,0
C103132,62,78960.68,12.3,18.1,604,6432.58,0.627,0.092,3,1,9,26200,36,0.138,892.86,debt_consolidation,Northeast,0
C103133,25,92627.24,0.0,2.7,582,12368.0,0.334,0.539,2,0,7,23900,36,0.154,833.75,credit_card,Midwest,0
C103134,59,96543.01,5.8,6.8,586,28267.6,0.14,0.02,1,0,10,8200,60,0.077,165.06,debt_consolidation,Northeast,0
C103135,21,34474.81,0.4,4.2,429,2289.33,0.982,0.609,10,4,6,5800,36,0.273,237.8,debt_consolidation,Midwest,1
C103136,52,38265.73,6.1,6.4,516,2668.02,0.746,0.451,1,6,7,15500,36,0.21,583.6,other,South,0
C103137,46,35810.61,8.2,5.6,492,9539.34,0.36,0.454,1,0,6,5300,60,0.204,141.66,medical,South,0
C103138,46,31240.24,7.7,7.5,478,9936.08,0.466,0.725,7,3,8,2400,36,0.238,93.85,debt_consolidation,Midwest,0
C103139,47,100674.26,6.3,9.3,616,19659.12,0.546,0.037,2,0,7,17400,60,0.126,392.51,debt_consolidation,Northeast,0
C103140,47,76242.18,3.5,9.1,658,24004.82,0.232,0.416,2,3,7,7800,60,0.101,166.19,home_improvement,West,0
C103141,42,67905.03,4.8,7.6,662,23179.35,0.58,0.092,0,0,16,24800,60,0.099,525.41,debt_consolidation,South,0
C103142,45,18000.0,6.6,5.8,481,1012.29,0.489,0.461,1,0,11,5500,36,0.224,211.2,debt_consolidation,South,0
C103143,51,201320.78,9.0,1.0,588,54943.39,0.794,0.02,3,2,5,18900,36,0.148,653.01,debt_consolidation,Midwest,0
C103144,62,39747.13,10.1,10.3,472,9320.49,1.0,0.466,4,3,8,6600,36,0.262,266.68,major_purchase,South,0
C103145,50,200915.47,2.7,6.2,632,33721.92,0.308,0.02,1,0,6,20300,36,0.088,643.26,debt_consolidation,South,0
C103146,55,29291.71,4.8,5.8,487,4137.05,0.546,0.53,4,3,6,8700,36,0.221,332.85,debt_consolidation,Northeast,0
C103147,66,41577.81,7.3,17.9,579,16164.67,0.515,0.455,1,4,8,7400,60,0.147,174.77,debt_consolidation,South,0
C103148,74,19352.47,3.0,15.7,442,6551.84,0.702,0.444,0,3,12,3500,36,0.237,136.73,debt_consolidation,South,0
C103149,26,79325.21,2.3,0.5,584,25310.05,0.466,0.38,1,1,6,17900,60,0.165,440.37,major_purchase,South,0
C103150,59,35470.31,6.9,16.6,583,13546.04,0.384,0.264,1,0,5,6700,36,0.138,228.25,credit_card,South,0
C103151,33,36025.87,4.1,0.5,421,1187.85,0.475,0.291,2,3,7,5200,36,0.225,199.91,debt_consolidation,Midwest,0
C103152,31,30554.27,4.5,1.5,464,9033.28,0.743,0.761,2,4,3,10000,36,0.26,403.05,credit_card,South,1
C103153,63,99676.76,0.0,6.5,573,25002.57,0.168,0.02,0,1,6,23300,36,0.101,753.09,credit_card,South,0
C103154,24,96129.12,0.0,0.5,560,18534.49,0.68,0.349,4,2,8,36100,36,0.182,1308.99,credit_card,Midwest,0
C103155,66,176091.88,3.2,12.1,609,60000.0,0.584,0.02,3,0,9,40000,36,0.124,1336.66,debt_consolidation,Northeast,0
C103156,62,44578.36,1.6,13.4,544,6057.14,0.62,0.487,1,0,6,16200,60,0.192,421.96,debt_consolidation,South,1
C103157,74,73313.0,5.7,14.0,608,22767.57,0.696,0.022,0,1,11,22600,36,0.135,766.93,credit_card,South,0
C103158,57,31984.55,13.0,11.9,522,9038.03,0.481,0.541,2,1,6,2700,60,0.208,72.74,debt_consolidation,West,0
C103159,68,54061.15,3.2,19.1,622,13536.87,0.138,0.172,0,0,9,5100,36,0.065,156.37,major_purchase,South,0
C103160,27,48863.09,6.7,0.9,544,12900.67,0.599,0.326,1,2,8,12200,36,0.199,452.73,medical,South,0
C103161,69,83917.55,7.1,21.2,612,14770.49,0.395,0.098,0,2,17,21600,60,0.127,488.38,other,West,0
C103162,29,113721.13,3.7,5.6,612,35513.72,0.572,0.02,1,2,9,7500,60,0.119,166.42,debt_consolidation,Northeast,0
C103163,37,112109.26,6.3,6.6,568,22929.02,0.47,0.33,2,0,11,15700,60,0.151,374.7,medical,West,0
C103164,27,40888.16,3.2,0.5,469,5231.28,0.669,0.452,5,1,5,11800,36,0.24,463.08,medical,South,1
C103165,42,112566.55,7.0,4.3,591,38167.24,0.38,0.02,1,1,9,21400,36,0.12,710.75,medical,South,0
C103166,61,63442.91,7.3,11.9,568,8645.16,0.53,0.501,2,2,8,8300,36,0.186,302.67,debt_consolidation,South,0
C103167,35,54372.53,2.2,6.1,568,9871.86,0.224,0.141,0,2,7,11100,36,0.127,372.51,credit_card,South,0
C103168,65,44022.72,2.0,16.0,553,3974.53,0.395,0.683,5,3,9,11000,36,0.206,412.22,major_purchase,Midwest,0
C103169,53,47771.18,0.9,15.5,576,14776.61,0.568,0.153,1,1,7,9100,36,0.151,315.99,debt_consolidation,South,0
C103170,54,169467.28,5.0,10.1,677,28989.3,0.368,0.031,1,1,12,15400,36,0.082,484.16,major_purchase,Midwest,0
C103171,71,76973.65,11.2,11.2,601,17558.95,0.442,0.273,2,4,9,27300,36,0.148,943.91,credit_card,South,0
C103172,44,71551.95,5.3,6.5,612,13963.91,0.62,0.388,3,2,9,17800,60,0.157,429.56,debt_consolidation,Northeast,0
C103173,39,56269.44,8.2,0.5,570,11166.68,0.362,0.13,1,0,5,17400,36,0.129,585.54,debt_consolidation,South,0
C103174,74,249554.05,13.3,11.9,692,60000.0,0.161,0.02,1,0,8,40000,36,0.047,1192.76,debt_consolidation,West,0
C103175,51,133238.8,14.8,1.0,568,26536.03,0.407,0.02,0,1,4,21100,36,0.108,688.71,major_purchase,South,0
C103176,54,43719.89,9.9,2.8,460,8146.11,0.753,0.583,3,1,5,8100,36,0.259,326.12,debt_consolidation,South,1
C103177,37,55918.71,8.4,2.9,505,16629.41,0.222,0.473,1,2,6,15200,60,0.189,393.19,debt_consolidation,West,1
C103178,32,57774.8,1.8,3.5,482,3115.27,0.336,0.405,1,2,6,7100,36,0.184,258.15,debt_consolidation,South,0
C103179,30,70429.83,2.0,4.4,589,11087.03,0.194,0.475,1,0,5,18600,60,0.141,433.87,credit_card,Northeast,0
C103180,33,44199.48,2.7,5.7,541,9505.12,0.704,0.477,1,2,8,6100,36,0.194,224.7,debt_consolidation,South,0
C103181,31,82742.75,1.1,4.1,579,24191.21,0.449,0.272,1,2,7,21900,36,0.153,762.51,medical,West,0
C103182,61,144464.78,7.6,8.1,573,23116.46,0.069,0.113,0,0,7,22700,36,0.099,731.88,credit_card,West,0
C103183,24,31560.04,2.4,1.5,431,7947.06,0.681,0.665,2,7,6,11500,60,0.242,332.29,medical,West,1
C103184,54,34949.58,2.2,12.0,567,10450.49,0.947,0.556,5,1,10,2700,36,0.226,103.98,major_purchase,South,0
C103185,72,49831.64,5.3,15.4,598,12504.81,0.68,0.218,2,4,3,15700,36,0.146,541.52,home_improvement,West,0
C103186,62,51118.67,5.5,11.4,598,16879.74,0.338,0.278,1,1,5,8200,36,0.125,274.17,debt_consolidation,Northeast,0
C103187,42,195106.1,2.5,7.5,736,28400.4,0.047,0.02,0,1,7,7000,36,0.03,203.57,debt_consolidation,South,0
